Category,Film,Nominee,Winner,Year,Rating_IMDB,Release_date,Rating_rtaudience,Rating_rtcritic,Oscarstat_totalnoms,Release_Q1,Release_Q2,Release_Q3,Release_Q4,Nom_BAFTA,Win_BAFTA,Nom_GoldenGlobe_comedy-leadacting,Win_GoldenGlobe_comedy-leadacting,Nom_GoldenGlobe_drama-leadacting,Win_GoldenGlobe_drama-leadacting,Nom_GoldenGlobe_supportingacting,Win_GoldenGlobe_supportingacting,Oscarstat_previousnominations_acting,Oscarstat_previouswins_acting,Oscarstat_previousnominee_acting,Oscarstat_previouswinner_acting,Nom_Oscar_bestfilm,Birthyear,Age,Age_[0-25],Age_[25-35],Age_[35-45],Age_[45-55],Age_[55-65],Age_[65-75] ,Age_[75+] ,Genre_action,Genre_adventure,Genre_biography,Genre_crime,Genre_comedy,Genre_drama,Genre_horror,Genre_fantasy,Genre_sci-fi,Genre_mystery,Genre_music,Genre_romance,Genre_history,Genre_thriller,Genre_war,Genre_sport,Genre_family,Genre_filmnoir,Genre_western,MPAA_rating,MPAA_G,MPAA_PG,MPAA_PG-13,MPAA_R,MPAA_NC-17,Nowin_Criticschoice,Win_Criticschoice,Nonom_Criticschoice,Nom_Criticschoice,Nowin_SAG_acting,Win_SAG_acting,Nonom_SAG_acting,Nom_SAG_acting,Nowin_SAG_bestcast,Win_SAG_bestcast,Nonom_SAG_bestcast,Nom_SAG_bestcast,Female
Supporting Actor,Fiddler on the Roof,Leonard Frey,0,1972,8,1971-11-03,92,81,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1938,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Last Picture Show,Ben Johnson,1,1972,8.1,1971-10-22,90,100,8,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1918,54,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Last Picture Show,Jeff Bridges,0,1972,8.1,1971-10-22,90,100,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1949,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Sometimes a Great Notion,Richard Jaeckel,0,1972,7,1970-12-31,76,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1926,46,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,The Last Picture Show,Cloris Leachman,1,1972,8.1,1971-10-22,90,100,8,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1926,46,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,The Last Picture Show,Ellen Burstyn,0,1972,8.1,1971-10-22,90,100,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1932,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Carnal Knowledge,Ann-Margret,0,1972,7,1971-10-21,72,89,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1941,31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,Barbara Harris,0,1972,5.7,1971-11-01,37,85.0704483074108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1935,37,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,The Go-Between,Margaret Leighton,0,1972,7.4,1971-06-18,81,85.0704483074108,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1922,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,GP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actor,The Godfather,Marlon Brando,0,1973,9.2,1972-03-24,98,99,11,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1924,49,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Sleuth,Michael Caine,0,1973,8.1,1973-07-12,90,96,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1933,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Sleuth,Laurence Olivier,0,1973,8.1,1973-07-12,90,96,4,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1907,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,The Ruling Class,Peter O'Toole,0,1973,7.6,1972-05-25,86,82,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1932,41,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Sounder,Paul Winfield,0,1973,7.7,1973-05-10,77,88,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1939,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,Sounder,Cicely Tyson,0,1973,7.7,1973-05-10,77,88,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1924,49,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Cabaret,Liza Minnelli,1,1973,7.9,1972-02-13,87,97,10,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1946,27,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Lady Sings the Blues,Diana Ross,0,1973,7.1,1972-10-12,87,75,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1944,29,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Travels with My Aunt,Maggie Smith,0,1973,6.4,1973-03-25,52,40,4,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,1934,39,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,The Emigrants,Liv Ullmann,0,1973,8,1971-03-08,88,89,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1938,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actor,The Godfather,James Caan,0,1973,9.2,1972-03-24,98,99,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1940,33,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Godfather,Robert Duvall,0,1973,9.2,1972-03-24,98,99,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1931,42,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Godfather,Al Pacino,0,1973,9.2,1972-03-24,98,99,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1940,33,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Cabaret,Joel Grey,1,1973,7.9,1972-02-13,87,97,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1932,41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Heartbreak Kid,Eddie Albert,0,1973,6.9,1973-02-01,73,91,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1906,67,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,The Heartbreak Kid,Jeannie Berlin,0,1973,6.9,1973-02-01,73,91,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1949,24,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Butterflies Are Free,Eileen Heckart,1,1973,7.2,1972-09-22,80,75,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,54,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Pete 'n' Tillie,Geraldine Page,0,1973,6.1,1973-06-08,75,80,2,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,1924,49,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Fat City,Susan Tyrrell,0,1973,7.5,1972-07-26,84,100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945,28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,The Poseidon Adventure,Shelley Winters,0,1973,7.1,1972-12-13,75,79,8,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1920,53,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actor,Save the Tiger,Jack Lemmon,1,1974,6.9,1973-02-14,74,91,3,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1925,49,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Last Tango in Paris,Marlon Brando,0,1974,7.1,1973-02-07,76,79,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1924,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,NC-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,The Last Detail,Jack Nicholson,0,1974,7.6,1974-02-15,88,93,3,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1937,37,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Serpico,Al Pacino,0,1974,7.8,1974-02-26,88,90,2,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1940,34,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,The Sting,Robert Redford,0,1974,8.3,1973-12-25,95,93,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1936,38,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,A Touch of Class,Glenda Jackson,1,1974,6.5,1973-08-09,65,91,4,0,0,1,0,1,0,1,1,0,0,0,0,2,1,1,1,1,1936,38,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,The Exorcist,Ellen Burstyn,0,1974,8,1973-12-26,87,86,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1932,42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,The Way We Were,Barbra Streisand,0,1974,7.1,1973-10-19,82,63,5,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1942,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Cinderella Liberty,Marsha Mason,0,1974,6.8,1974-04-07,63,85.0704483074108,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1942,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,"Summer Wishes, Winter Dreams",Joanne Woodward,0,1974,6.5,1974-08-30,19,85.0704483074108,2,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1930,44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actor,Save the Tiger,Jack Gilford,0,1974,6.9,1973-02-14,74,91,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1908,66,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Last Detail,Randy Quaid,0,1974,7.6,1974-02-15,88,93,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1950,24,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Exorcist,Jason Miller,0,1974,8,1973-12-26,87,86,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1939,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Paper Chase,John Houseman,1,1974,7.2,1973-10-16,72,85,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1902,72,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Bang the Drum Slowly,Vincent Gardenia,0,1974,7,1978-05-12,62,88,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920,54,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,The Exorcist,Linda Blair,0,1974,8,1973-12-26,87,86,10,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1959,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Paper Moon,Tatum O'Neal,1,1974,8.2,1973-05-09,94,91,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1963,11,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Paper Moon,Madeline Kahn,0,1974,8.2,1973-05-09,94,91,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1942,32,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,American Graffiti,Candy Clark,0,1974,7.5,1973-09-01,84,95,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1947,27,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,"Summer Wishes, Winter Dreams",Sylvia Sidney,0,1974,6.5,1974-08-30,19,85.0704483074108,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1910,64,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actor,Harry and Tonto,Art Carney,1,1975,7.5,1975-01-15,82,88,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1918,57,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Murder on the Orient Express,Albert Finney,0,1975,7.3,1974-11-24,79,95,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1936,39,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Lenny,Dustin Hoffman,0,1975,7.6,1974-12,88,100,6,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0,1,1937,38,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Chinatown,Jack Nicholson,0,1975,8.2,1974-06-20,93,98,11,0,1,0,0,0,0,0,0,1,1,0,0,3,0,1,0,1,1937,38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,The Godfather Part II,Al Pacino,0,1975,9,1974-12-20,97,97,11,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,1940,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,Lenny,Valerie Perrine,0,1975,7.6,1974-12,88,100,6,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1943,32,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Chinatown,Faye Dunaway,0,1975,8.2,1974-06-20,93,98,11,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1941,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Alice Doesn't Live Here Anymore,Ellen Burstyn,1,1975,7.4,1975-05-30,82,88,3,0,1,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,1932,43,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,A Woman Under the Influence,Gena Rowlands,0,1975,8.2,1974-11-18,92,95,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1930,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actress,Claudine,Diahann Carroll,0,1975,7.2,1976-08-06,92,85.0704483074108,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1935,40,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actor,The Godfather Part II,Robert De Niro,1,1975,9,1974-12-20,97,97,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1943,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Godfather Part II,Michael V. Gazzo,0,1975,9,1974-12-20,97,97,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1923,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Godfather Part II,Lee Strasberg,0,1975,9,1974-12-20,97,97,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1901,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,The Towering Inferno,Fred Astaire,0,1975,6.9,1975-01-01,72,71,7,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1899,76,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actor,Thunderbolt and Lightfoot,Jeff Bridges,0,1975,7.1,1974-05-24,73,87,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1949,26,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supporting Actress,Murder on the Orient Express,Ingrid Bergman,1,1975,7.3,1974-11-24,79,95,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1915,60,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,The Godfather Part II,Talia Shire,0,1975,9,1974-12-20,97,97,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1946,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Alice Doesn't Live Here Anymore,Diane Ladd,0,1975,7.4,1975-05-30,82,88,3,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1935,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Day for Night,Valentina Cortese,0,1975,8.1,1973-09-07,91,100,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1923,52,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Supporting Actress,Blazing Saddles,Madeline Kahn,0,1975,7.8,1974-02-07,91,90,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1942,33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Actor,One Flew Over the Cuckoo's Nest,Jack Nicholson,1,1976,8.7,1975-11-19,96,95,0,0,0,0,1,1,1,0,0,1,1,0,0,4,0,1,0,1,1937,39,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,The Sunshine Boys,Walter Matthau,0,1976,7.2,1976-01-30,73,81,4,1,0,0,0,0,0,1,1,0,0,0,0,2,1,1,1,0,1920,56,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,Dog Day Afternoon,Al Pacino,0,1976,8,1975-12-25,90,95,6,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,1,1940,36,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,"Give 'em Hell, Harry!",James Whitmore,0,1976,7.6,1975-09-18,82,100,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1921,55,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actor,The Man in the Glass Booth,Maximilian Schell,0,1976,7.4,1975-01-27,82,85.0704483074108,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1930,46,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actress,One Flew Over the Cuckoo's Nest,Louise Fletcher,1,1976,8.7,1975-11-19,96,95,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1934,42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
